v3_start,v3_end,offset,match_method
450614,450614,1464,tyc
450615,450652,1464,gaia
450653,450653,1464,tyc
450654,450683,1464,gaia
450684,450684,1464,tyc
450685,450744,1464,gaia
450745,450745,1464,tyc
450746,450801,1464,gaia
450802,450802,1464,tyc
450803,450845,1464,gaia
450846,450846,1464,tyc
450847,450940,1464,gaia
450941,450941,1464,tyc
450942,450987,1464,gaia
450988,450988,1464,tyc
450989,451000,1464,gaia
451001,451001,1464,tyc
451002,451003,1464,gaia
451004,451004,1464,tyc
451005,451104,1464,gaia
451105,451147,1465,gaia
451148,451148,1465,tyc
451149,451172,1465,gaia
451173,451173,1465,tyc
451174,451174,1465,gaia
451175,451254,1466,gaia
451255,451255,1466,tyc
451256,451293,1466,gaia
451294,451345,1467,gaia
451346,451346,1467,tyc
451347,451387,1467,gaia
451388,451388,1467,tyc
451389,451407,1467,gaia
451408,451411,1468,gaia
451412,451412,1468,tyc
451413,451432,1468,gaia
451433,451433,1468,tyc
451434,451436,1468,gaia
451437,451437,1468,tyc
451438,451456,1468,gaia
451457,451457,1468,tyc
451458,451475,1468,gaia
451476,451476,1468,tyc
451477,451526,1468,gaia
451527,451527,1468,tyc
451528,451610,1468,gaia
451611,451611,1468,tyc
451612,451619,1468,gaia
451620,451620,1468,tyc
451621,451706,1468,gaia
451707,451707,1468,tyc
451708,451864,1468,gaia
451865,451865,1468,tyc
451866,451879,1468,gaia
451880,451880,1468,tyc
451881,451919,1468,gaia
451920,451920,1468,tyc
451921,451937,1468,gaia
451938,451938,1468,tyc
451939,452044,1468,gaia
452045,452045,1468,tyc
452046,452048,1468,gaia
452049,452112,1469,gaia
452113,452113,1469,tyc
452114,452189,1469,gaia
452190,452338,1470,gaia
452339,452339,1470,tyc
452340,452350,1470,gaia
452351,452392,1471,gaia
452393,452393,1471,tyc
452394,452497,1471,gaia
452498,452530,1472,gaia
452531,452531,1472,tyc
452532,452573,1472,gaia
452574,452580,1473,gaia
452581,452581,1473,tyc
452582,452597,1473,gaia
452598,452598,1473,tyc
452599,452640,1473,gaia
452641,452641,1473,tyc
452642,452705,1473,gaia
452706,452706,1473,tyc
452707,452713,1473,gaia
452714,452714,1473,tyc
452715,452720,1473,gaia
452721,452721,1473,tyc
452722,452743,1473,gaia
452744,452744,1473,tyc
452745,452849,1473,gaia
452850,452850,1473,tyc
452851,452947,1473,gaia
452948,453066,1474,gaia
453067,453067,1474,tyc
453068,453094,1474,gaia
453095,453095,1474,tyc
453096,453114,1474,gaia
453115,453115,1474,tyc
453116,453123,1474,gaia
453124,453124,1474,tyc
453125,453182,1474,gaia
453183,453203,1475,gaia
453204,453210,1476,gaia
453211,453333,1477,gaia
453334,453334,1477,tyc
453335,453401,1477,gaia
453402,453402,1477,tyc
453403,453469,1477,gaia
453470,453470,1477,tyc
453471,453497,1477,gaia
453498,453498,1477,tyc
453499,453513,1477,gaia
453514,453514,1477,tyc
453515,453686,1477,gaia
453687,453687,1477,tyc
453688,453877,1477,gaia
453878,453878,1477,tyc
453879,453904,1477,gaia
453905,453905,1477,tyc
453906,453911,1477,gaia
453912,453912,1477,tyc
453913,454030,1477,gaia
454031,454031,1477,tyc
454032,454185,1477,gaia
454186,454186,1477,tyc
454187,454254,1477,gaia
454255,454255,1477,tyc
454256,454272,1477,gaia
454273,454273,1477,tyc
454274,454342,1477,gaia
454343,454359,1478,gaia
454360,454360,1478,tyc
454361,454361,1521,gaia
454362,454543,1478,gaia
454544,454544,1478,tyc
454545,454584,1478,gaia
454585,454654,1479,gaia
454655,454660,1480,gaia
454661,454661,1480,tyc
454662,454691,1480,gaia
454692,454715,1481,gaia
454716,454716,1481,tyc
454717,454735,1481,gaia
454736,454776,1482,gaia
454777,454777,1482,tyc
454778,454871,1482,gaia
454872,454872,1482,tyc
454873,454982,1482,gaia
454983,454983,1482,tyc
454984,454987,1482,gaia
454988,454988,1482,tyc
454989,455051,1482,gaia
455052,455052,1482,tyc
455053,455059,1482,gaia
455060,455060,1482,tyc
455061,455120,1482,gaia
455121,455121,1482,tyc
455122,455132,1482,gaia
455133,455144,1483,gaia
455145,455152,1484,gaia
455153,455153,1484,tyc
455154,455228,1484,gaia
455229,455229,1484,tyc
455230,455305,1484,gaia
455306,455306,1484,tyc
455307,455352,1484,gaia
455353,455353,1484,tyc
455354,455364,1484,gaia
455365,455365,1484,tyc
455366,455396,1484,gaia
455397,455397,1484,tyc
455398,455479,1484,gaia
455480,455480,1484,tyc
455481,455533,1484,gaia
455534,455534,1484,tyc
455535,455579,1484,gaia
455580,455580,1484,tyc
455581,455621,1484,gaia
455622,455622,1484,tyc
455623,455626,1484,gaia
455627,455627,1484,tyc
455628,455638,1484,gaia
455639,455639,1484,tyc
455640,455649,1484,gaia
455650,455650,1484,tyc
455651,455652,1484,gaia
455653,455653,1484,tyc
455654,455676,1484,gaia
455677,455677,1484,tyc
455678,455780,1484,gaia
455781,455881,1485,gaia
455882,455882,1485,tyc
455883,455896,1485,gaia
455897,455897,1485,tyc
455898,455923,1485,gaia
455924,455924,1485,tyc
455925,455927,1485,gaia
455928,455928,1485,tyc
455929,455936,1485,gaia
455937,455937,1485,tyc
455938,455948,1485,gaia
455949,455949,1485,tyc
455950,455986,1485,gaia
455987,455988,1485,tyc
455989,456059,1485,gaia
456060,456060,1485,tyc
456061,456101,1485,gaia
456102,456102,1485,tyc
456103,456103,1485,gaia
456104,456123,1486,gaia
456124,456124,1486,tyc
456125,456280,1486,gaia
456281,456281,1486,tyc
456282,456296,1486,gaia
456297,456297,1486,tyc
456298,456604,1486,gaia
456605,456605,1486,tyc
456606,456635,1486,gaia
456636,456636,1486,tyc
456637,456735,1486,gaia
456736,456736,1486,tyc
456737,456993,1486,gaia
456994,456994,1486,tyc
456995,457014,1486,gaia
457015,457015,1486,tyc
457016,457057,1486,gaia
457058,457058,1486,tyc
457059,457123,1486,gaia
457124,457124,1486,tyc
457125,457151,1486,gaia
457152,457152,1486,tyc
457153,457248,1486,gaia
457249,457249,1486,tyc
457250,457305,1486,gaia
457306,457306,1486,tyc
457307,457307,1486,gaia
457308,457308,1486,tyc
457309,457359,1486,gaia
457360,457360,1486,tyc
457361,457395,1486,gaia
457396,457397,1486,tyc
457398,457418,1486,gaia
457419,457419,1486,tyc
457420,457430,1486,gaia
457431,457431,1486,tyc
457432,457510,1486,gaia
457511,457532,1487,gaia
457533,457533,1487,tyc
457534,457574,1487,gaia
457575,457575,1487,tyc
457576,457639,1487,gaia
457640,457640,1487,tyc
457641,457654,1487,gaia
457655,457656,1487,tyc
457657,457684,1487,gaia
457685,457685,1487,tyc
457686,457694,1487,gaia
457695,457695,1487,tyc
457696,457709,1487,gaia
457710,457710,1487,tyc
457711,457766,1487,gaia
457767,457767,1487,tyc
457768,457857,1487,gaia
457858,457858,1487,tyc
457859,457868,1487,gaia
457869,457869,1487,tyc
457870,457879,1487,gaia
457880,457880,1487,tyc
457881,457895,1487,gaia
457896,457896,1487,tyc
457897,457905,1487,gaia
457906,457906,1487,tyc
457907,457937,1487,gaia
457938,457938,1487,tyc
457939,457999,1487,gaia
458000,458000,1487,tyc
458001,458034,1487,gaia
458035,458035,1487,tyc
458036,458102,1487,gaia
458103,458103,1487,tyc
458104,458172,1487,gaia
458173,458202,1488,gaia
458203,458220,1489,gaia
458221,458221,1489,tyc
458222,458341,1489,gaia
458342,458342,1489,tyc
458343,458344,1489,gaia
458345,458345,1489,tyc
458346,458454,1489,gaia
458455,458455,1489,tyc
458456,458576,1489,gaia
458577,458577,1489,tyc
458578,458671,1489,gaia
458672,458672,1489,tyc
458673,458722,1489,gaia
458723,458747,1490,gaia
458748,458748,1490,tyc
458749,458759,1490,gaia
458760,458771,1491,gaia
458772,458772,1491,tyc
458773,458785,1491,gaia
458786,458786,1491,tyc
458787,458876,1491,gaia
458877,458877,1491,tyc
458878,459072,1491,gaia
459073,459073,1491,tyc
459074,459332,1491,gaia
459333,459333,1491,tyc
459334,459532,1491,gaia
459533,459533,1491,tyc
459534,459643,1491,gaia
459644,459644,1491,tyc
459645,459655,1491,gaia
459656,459656,1491,tyc
459657,459801,1491,gaia
459802,459802,1491,tyc
459803,459819,1491,gaia
459820,459972,1492,gaia
459973,459973,1492,tyc
459974,460155,1492,gaia
460156,460186,1493,gaia
460187,460187,1493,tyc
460188,460216,1493,gaia
460217,460217,1493,tyc
460218,460226,1493,gaia
460227,460227,1493,tyc
460228,460236,1493,gaia
460237,460237,1493,tyc
460238,460245,1493,gaia
460246,460246,1493,tyc
460247,460324,1493,gaia
460325,460325,1493,tyc
460326,460398,1493,gaia
460399,460399,1493,tyc
460400,460483,1493,gaia
460484,460484,1493,tyc
460485,460518,1493,gaia
460519,460519,1493,tyc
460520,460645,1493,gaia
460646,460646,1493,tyc
460647,460649,1493,gaia
460650,460650,1492,gaia
460651,460795,1493,gaia
460796,460796,1493,tyc
460797,460917,1493,gaia
460918,460918,1493,tyc
460919,460998,1493,gaia
460999,461450,1494,gaia
461451,461542,1495,gaia
461543,461543,1495,tyc
461544,461551,1495,gaia
461552,461552,1495,tyc
461553,461554,1495,gaia
461555,461555,1495,tyc
461556,461562,1495,gaia
461563,461563,1495,tyc
461564,461590,1495,gaia
461591,461591,1495,tyc
461592,461618,1495,gaia
461619,461619,1495,tyc
461620,461621,1495,gaia
461622,461622,1495,tyc
461623,461749,1495,gaia
461750,461750,1495,tyc
461751,461752,1495,gaia
461753,461753,1495,tyc
461754,461767,1495,gaia
461768,461768,1495,tyc
461769,461873,1495,gaia
461874,461893,1496,gaia
461894,461894,1496,tyc
461895,461951,1496,gaia
461952,461952,1496,tyc
461953,462020,1496,gaia
462021,462021,1496,tyc
462022,462038,1496,gaia
462039,462039,1496,tyc
462040,462119,1496,gaia
462120,462156,1497,gaia
462157,462157,1497,tyc
462158,462169,1497,gaia
462170,462170,1497,tyc
462171,462183,1497,gaia
462184,462184,1497,tyc
462185,462249,1497,gaia
462250,462250,1497,tyc
462251,462387,1497,gaia
462388,462388,1497,tyc
462389,462416,1497,gaia
462417,462417,1497,tyc
462418,462478,1497,gaia
462479,462479,1497,tyc
462480,462485,1497,gaia
462486,462486,1497,tyc
462487,462508,1497,gaia
462509,462509,1497,tyc
462510,462572,1497,gaia
462573,462573,1497,tyc
462574,462604,1497,gaia
462605,462605,1497,tyc
462606,462625,1497,gaia
462626,462685,1498,gaia
462686,462686,1498,tyc
462687,462751,1498,gaia
462752,462752,1498,tyc
462753,462910,1498,gaia
462911,462955,1499,gaia
462956,462956,1499,tyc
462957,462965,1499,gaia
462966,462966,1499,tyc
462967,463059,1499,gaia
463060,463060,1499,tyc
463061,463063,1499,gaia
463064,463103,1500,gaia
463104,463104,1500,tyc
463105,463132,1500,gaia
463133,463133,1500,tyc
463134,463147,1500,gaia
463148,463148,1500,tyc
463149,463184,1500,gaia
463185,463185,1500,tyc
463186,463320,1500,gaia
463321,463321,1500,tyc
463322,463325,1500,gaia
463326,463326,1500,tyc
463327,463433,1500,gaia
463434,463434,1500,tyc
463435,463503,1500,gaia
463504,463504,1500,tyc
463505,463585,1500,gaia
463586,463586,1500,tyc
463587,463602,1500,gaia
463603,463603,1500,tyc
463604,463680,1500,gaia
463681,463681,1500,tyc
463682,463700,1500,gaia
463701,463701,1500,tyc
463702,463726,1500,gaia
463727,463727,1500,tyc
463728,463778,1500,gaia
463779,463780,1500,tyc
463781,463813,1500,gaia
463814,463815,1500,tyc
463816,463890,1500,gaia
463891,463891,1500,tyc
463892,464001,1500,gaia
464002,464002,1500,tyc
464003,464019,1500,gaia
464020,464020,1500,tyc
464021,464089,1500,gaia
464090,464090,1500,tyc
464091,464095,1500,gaia
464096,464096,1500,tyc
464097,464121,1500,gaia
464122,464122,1500,tyc
464123,464163,1500,gaia
464164,464164,1500,tyc
464165,464178,1500,gaia
464179,464179,1500,tyc
464180,464183,1500,gaia
464184,464184,1500,tyc
464185,464280,1500,gaia
464281,464282,1500,tyc
464283,464291,1500,gaia
464292,464293,1500,tyc
464294,464406,1500,gaia
464407,464407,1500,tyc
464408,464540,1500,gaia
464541,464541,1500,tyc
464542,464552,1500,gaia
464553,464553,1500,tyc
464554,464598,1500,gaia
464599,464599,1500,tyc
464600,464610,1500,gaia
464611,464611,1500,tyc
464612,464758,1500,gaia
464759,464759,1500,tyc
464760,464811,1500,gaia
464812,464812,1500,tyc
464813,464853,1500,gaia
464854,464854,1500,tyc
464855,464948,1500,gaia
464949,464949,1500,tyc
464950,465072,1500,gaia
465073,465073,1500,tyc
465074,465139,1500,gaia
465140,465196,1501,gaia
465197,465197,1501,tyc
465198,465209,1501,gaia
465210,465210,1501,tyc
465211,465245,1501,gaia
465246,465246,1501,tyc
465247,465395,1501,gaia
465396,465396,1501,tyc
465397,465409,1501,gaia
465410,465410,1501,tyc
465411,465450,1501,gaia
465451,465471,1502,gaia
465472,465472,1502,tyc
465473,465479,1502,gaia
465480,465480,1502,tyc
465481,465499,1502,gaia
465500,465500,1502,tyc
465501,465503,1502,gaia
465504,465504,1502,tyc
465505,465575,1502,gaia
465576,465576,1502,tyc
465577,465689,1502,gaia
465690,465690,1502,tyc
465691,465700,1502,gaia
465701,465701,1502,tyc
465702,465718,1502,gaia
465719,465719,1502,tyc
465720,465726,1502,gaia
465727,465727,1502,tyc
465728,465782,1502,gaia
465783,465783,1502,tyc
465784,465886,1502,gaia
465887,465887,1502,tyc
465888,465925,1502,gaia
465926,465926,1502,tyc
465927,466191,1502,gaia
466192,466192,1502,tyc
466193,466196,1502,gaia
466197,466197,1502,tyc
466198,466219,1502,gaia
466220,466220,1502,tyc
466221,466242,1502,gaia
466243,466243,1502,tyc
466244,466255,1502,gaia
466256,466256,1502,tyc
466257,466359,1502,gaia
466360,466361,1502,tyc
466362,466481,1502,gaia
466482,466482,1502,tyc
466483,466522,1502,gaia
466523,466523,1502,tyc
466524,466541,1502,gaia
466542,466542,1502,tyc
466543,466681,1502,gaia
466682,466682,1502,tyc
466683,466812,1502,gaia
466813,466813,1502,tyc
466814,466849,1502,gaia
466850,466850,1502,tyc
466851,466948,1502,gaia
466949,466949,1502,tyc
466950,466972,1502,gaia
466973,466973,1502,tyc
466974,466980,1502,gaia
466981,466981,1502,tyc
466982,466999,1502,gaia
467000,467000,1502,tyc
467001,467001,1502,gaia
467002,467002,1502,tyc
467003,467101,1502,gaia
467102,467102,1502,tyc
467103,467127,1502,gaia
467128,467128,1502,tyc
467129,467139,1502,gaia
467140,467141,1503,gaia
467142,467142,1503,tyc
467143,467187,1503,gaia
467188,467188,1503,tyc
467189,467256,1503,gaia
467257,467257,1503,tyc
467258,467318,1503,gaia
467319,467401,1504,gaia
467402,467402,1504,tyc
467403,467409,1504,gaia
467410,467410,1504,tyc
467411,467490,1504,gaia
467491,467491,1504,tyc
467492,467579,1504,gaia
467580,467580,1504,tyc
467581,467601,1504,gaia
467602,467602,1504,tyc
467603,467681,1504,gaia
467682,467682,1504,tyc
467683,467693,1504,gaia
467694,467837,1505,gaia
467838,467838,1505,tyc
467839,467840,1505,gaia
467841,467841,1505,tyc
467842,467879,1505,gaia
467880,467880,1505,tyc
467881,467914,1505,gaia
467915,467915,1505,tyc
467916,467985,1505,gaia
467986,467986,1505,tyc
467987,468005,1505,gaia
468006,468006,1505,tyc
468007,468043,1505,gaia
468044,468044,1505,tyc
468045,468048,1505,gaia
468049,468049,1505,tyc
468050,468169,1505,gaia
468170,468170,1505,tyc
468171,468195,1505,gaia
468196,468196,1505,tyc
468197,468299,1505,gaia
468300,468300,1505,tyc
468301,468358,1505,gaia
468359,468359,1505,tyc
468360,468380,1505,gaia
468381,468385,1506,gaia
468386,468386,1506,tyc
468387,468452,1506,gaia
468453,468453,1506,tyc
468454,468513,1506,gaia
468514,468514,1506,tyc
468515,468527,1506,gaia
468528,468528,1506,tyc
468529,468548,1506,gaia
468549,468549,1506,tyc
468550,468715,1506,gaia
468716,468716,1506,tyc
468717,468740,1506,gaia
468741,468741,1506,tyc
468742,468765,1506,gaia
468766,468869,1507,gaia
468870,468870,1507,tyc
468871,468903,1507,gaia
468904,468904,1507,tyc
468905,469039,1507,gaia
469040,469040,1507,tyc
469041,469102,1507,gaia
469103,469103,1507,tyc
469104,469123,1507,gaia
469124,469124,1507,tyc
469125,469210,1507,gaia
469211,469211,1507,tyc
469212,469261,1507,gaia
469262,469262,1507,tyc
469263,469313,1507,gaia
469314,469314,1507,tyc
469315,469423,1507,gaia
469424,469424,1507,tyc
469425,469444,1507,gaia
469445,469445,1507,tyc
469446,469448,1507,gaia
469449,469449,1507,tyc
469450,469452,1507,gaia
469453,469453,1507,tyc
469454,469461,1507,gaia
469462,469462,1507,tyc
469463,469497,1507,gaia
469498,469498,1507,tyc
469499,469545,1507,gaia
469546,469546,1507,tyc
469547,469796,1507,gaia
469797,469797,1507,tyc
469798,469822,1507,gaia
469823,469823,1507,tyc
469824,470103,1507,gaia
470104,470104,1507,tyc
470105,470167,1507,gaia
470168,470168,1507,tyc
470169,470214,1507,gaia
470215,470215,1507,tyc
470216,470218,1507,gaia
470219,470219,1507,tyc
470220,470256,1507,gaia
470257,470257,1507,tyc
470258,470302,1507,gaia
470303,470303,1507,tyc
470304,470304,1507,gaia
470305,470305,1507,tyc
470306,470334,1507,gaia
470335,470375,1508,gaia
470376,470376,1508,tyc
470377,470501,1508,gaia
470502,470502,1508,tyc
470503,470589,1508,gaia
470590,470630,1509,gaia
470631,470631,1509,tyc
470632,470692,1509,gaia
470693,470693,1509,tyc
470694,470696,1509,gaia
470697,470697,1509,tyc
470698,470702,1509,gaia
470703,470703,1509,tyc
470704,470724,1509,gaia
470725,470725,1509,tyc
470726,470727,1509,gaia
470728,470728,1509,tyc
470729,470752,1509,gaia
470753,470816,1510,gaia
470817,470817,1510,tyc
470818,470878,1510,gaia
470879,470879,1510,tyc
470880,470897,1510,gaia
470898,470899,1510,tyc
470900,470923,1510,gaia
470924,470924,1510,tyc
470925,471095,1510,gaia
471096,471096,1510,tyc
471097,471138,1510,gaia
471139,471139,1510,tyc
471140,471181,1510,gaia
471182,471182,1510,tyc
471183,471347,1510,gaia
471348,471348,1510,tyc
471349,471441,1510,gaia
471442,471442,1510,tyc
471443,471523,1510,gaia
471524,471524,1510,tyc
471525,471544,1510,gaia
471545,471545,1510,tyc
471546,471615,1510,gaia
471616,471616,1510,tyc
471617,471646,1510,gaia
471647,471647,1510,tyc
471648,471657,1510,gaia
471658,471658,1510,tyc
471659,471672,1510,gaia
471673,471673,1510,tyc
471674,471691,1510,gaia
471692,471692,1510,tyc
471693,471864,1510,gaia
471865,471865,1510,tyc
471866,472041,1511,gaia
472042,472042,1511,tyc
472043,472056,1511,gaia
472057,472057,1511,tyc
472058,472059,1511,gaia
472060,472060,1511,tyc
472061,472071,1511,gaia
472072,472072,1511,tyc
472073,472075,1511,gaia
472076,472076,1511,tyc
472077,472092,1511,gaia
472093,472093,1511,tyc
472094,472159,1511,gaia
472160,472160,1511,tyc
472161,472172,1511,gaia
472173,472173,1511,tyc
472174,472182,1511,gaia
472183,472183,1511,tyc
472184,472187,1511,gaia
472188,472188,1511,tyc
472189,472200,1511,gaia
472201,472201,1511,tyc
472202,472220,1511,gaia
472221,472221,1511,tyc
472222,472274,1511,gaia
472275,472280,1512,gaia
472281,472341,1513,gaia
472342,472342,1513,tyc
472343,472355,1513,gaia
472356,472476,1514,gaia
472477,472477,1514,tyc
472478,472543,1514,gaia
472544,472544,1514,tyc
472545,472556,1514,gaia
472557,472557,1514,tyc
472558,472587,1514,gaia
472588,472588,1514,tyc
472589,472734,1514,gaia
472735,472735,1514,tyc
472736,472767,1514,gaia
472768,472768,1514,tyc
472769,472855,1514,gaia
472856,472856,1514,tyc
472857,472877,1514,gaia
472878,472878,1514,tyc
472879,472945,1514,gaia
472946,472946,1513,gaia
472947,473016,1514,gaia
473017,473017,1514,tyc
473018,473048,1514,gaia
473049,473049,1514,tyc
473050,473055,1514,gaia
473056,473056,1514,tyc
473057,473062,1514,gaia
473063,473063,1514,tyc
473064,473163,1514,gaia
473164,473164,1514,tyc
473165,473176,1514,gaia
473177,473177,1514,tyc
473178,473180,1514,gaia
473181,473181,1514,tyc
473182,473277,1514,gaia
473278,473278,1514,tyc
473279,473279,1514,gaia
473280,473280,1514,tyc
473281,473418,1514,gaia
473419,473419,1514,tyc
473420,473425,1514,gaia
473426,473426,1514,tyc
473427,473428,1514,gaia
473429,473429,1514,tyc
473430,473433,1514,gaia
473434,473434,1514,tyc
473435,473462,1514,gaia
473463,473463,1514,tyc
473464,473468,1514,gaia
473469,473469,1514,tyc
473470,473489,1514,gaia
473490,473490,1514,tyc
473491,473538,1514,gaia
473539,473567,1515,gaia
473568,473568,1515,tyc
473569,473607,1515,gaia
473608,473608,1515,tyc
473609,473670,1515,gaia
473671,473671,1515,tyc
473672,473795,1515,gaia
473796,473796,1515,tyc
473797,473888,1515,gaia
473889,473924,1516,gaia
473925,473925,1516,tyc
473926,473974,1516,gaia
473975,473975,1516,tyc
473976,474006,1516,gaia
474007,474007,1516,tyc
474008,474171,1516,gaia
474172,474172,1516,tyc
474173,474192,1516,gaia
474193,474253,1517,gaia
474254,474254,1517,tyc
474255,474274,1517,gaia
474275,474275,1517,tyc
474276,474297,1517,gaia
474298,474298,1517,tyc
474299,474326,1517,gaia
474327,474328,1517,tyc
474329,474435,1517,gaia
474436,474436,1517,tyc
474437,474606,1517,gaia
474607,474607,1517,tyc
474608,474608,1517,gaia
474609,474609,1517,tyc
474610,474661,1517,gaia
474662,474662,1517,tyc
474663,474686,1517,gaia
474687,474687,1517,tyc
474688,474764,1517,gaia
474765,474765,1517,tyc
474766,474784,1517,gaia
474785,474785,1517,tyc
474786,474823,1517,gaia
474824,474824,1517,tyc
474825,474828,1517,gaia
474829,474829,1517,tyc
474830,474833,1517,gaia
474834,474834,1517,tyc
474835,474842,1517,gaia
474843,474871,1519,gaia
474872,474872,1519,tyc
474873,474985,1519,gaia
474986,474986,1518,gaia
474987,474994,1519,gaia
474995,474995,1519,tyc
474996,475005,1519,gaia
475006,475006,1519,tyc
475007,475019,1519,gaia
475020,475020,1519,tyc
475021,475201,1519,gaia
475202,475202,1519,tyc
475203,475214,1519,gaia
475215,475215,1519,tyc
475216,475220,1519,gaia
475221,475221,1519,tyc
475222,475236,1519,gaia
475237,475237,1519,tyc
475238,475285,1519,gaia
475286,475286,1519,tyc
475287,475306,1519,gaia
475307,475307,1519,tyc
475308,475434,1519,gaia
475435,475435,1519,tyc
475436,475480,1519,gaia
475481,475481,1519,tyc
475482,475506,1519,gaia
475507,475507,1519,tyc
475508,475700,1519,gaia
475701,475701,1519,tyc
475702,475721,1519,gaia
475722,475722,1519,tyc
475723,475772,1519,gaia
475773,475803,1520,gaia
475804,475804,1520,tyc
475805,475873,1520,gaia
475874,475874,1520,tyc
475875,475945,1520,gaia
475946,475946,1520,tyc
475947,475963,1520,gaia
475964,475964,1520,tyc
475965,476117,1520,gaia
476118,476118,1520,tyc
476119,476142,1520,gaia
476143,476143,1520,tyc
476144,476176,1520,gaia
476177,476177,1520,tyc
476178,476183,1520,gaia
476184,476184,1520,tyc
476185,476251,1520,gaia
476252,476252,1520,tyc
476253,476333,1520,gaia
476334,476334,1520,tyc
476335,476417,1520,gaia
476418,476442,1521,gaia
476443,476443,1521,tyc
476444,476446,1521,gaia
476447,476447,1521,tyc
476448,476487,1521,gaia
476488,476488,1521,tyc
476489,476489,1521,gaia
476490,476490,1521,tyc
476491,476492,1521,gaia
476493,476493,1521,tyc
476494,476554,1521,gaia
476555,476555,1521,tyc
476556,476574,1521,gaia
476575,476575,1521,tyc
476576,476702,1521,gaia
476703,476703,1521,tyc
476704,476708,1521,gaia
476709,476709,1521,tyc
476710,476729,1521,gaia
476730,476730,1521,tyc
476731,476771,1521,gaia
476772,476772,1521,tyc
476773,476884,1521,gaia
476885,476885,1521,tyc
476886,476911,1521,gaia
476912,476912,1521,tyc
476913,476949,1521,gaia
476950,476950,1521,tyc
476951,476961,1521,gaia
476962,476962,1521,tyc
476963,476966,1521,gaia
476967,476967,1521,tyc
476968,477010,1521,gaia
477011,477011,1521,tyc
477012,477064,1521,gaia
477065,477065,1520,gaia
477066,477096,1521,gaia
477097,477097,1521,tyc
477098,477138,1521,gaia
477139,477139,1521,tyc
477140,477151,1521,gaia
477152,477152,1521,tyc
477153,477178,1521,gaia
477179,477179,1521,tyc
477180,477237,1521,gaia
477238,477238,1521,tyc
477239,477270,1521,gaia
477271,477275,1522,gaia
477276,477276,1522,tyc
477277,477373,1522,gaia
477374,477374,1522,tyc
477375,477425,1522,gaia
477426,477426,1522,tyc
477427,477564,1522,gaia
477565,477565,1522,tyc
477566,477895,1522,gaia
477896,477896,1522,tyc
477897,477915,1522,gaia
477916,477916,1522,tyc
477917,477919,1522,gaia
477920,477920,1522,tyc
477921,477959,1522,gaia
477960,477960,1522,tyc
477961,478024,1522,gaia
478025,478025,1522,tyc
478026,478128,1522,gaia
478129,478129,1522,tyc
478130,478231,1522,gaia
478232,478232,1522,tyc
478233,478234,1522,gaia
478235,478236,1522,tyc
478237,478248,1522,gaia
478249,478249,1522,tyc
478250,478257,1522,gaia
478258,478260,1523,gaia
478261,478261,1523,tyc
478262,478303,1523,gaia
478304,478304,1523,tyc
478305,478361,1523,gaia
478362,478362,1523,tyc
478363,478364,1523,gaia
478365,478365,1523,tyc
478366,478428,1523,gaia
478429,478429,1523,tyc
478430,478458,1523,gaia
478459,478459,1523,tyc
478460,478463,1523,gaia
478464,478464,1523,tyc
478465,478569,1523,gaia
478570,478570,1523,tyc
478571,478636,1523,gaia
478637,478637,1523,tyc
478638,478689,1523,gaia
478690,478690,1523,tyc
478691,478757,1523,gaia
478758,478758,1523,tyc
478759,478804,1523,gaia
478805,478805,1524,tyc
478806,478806,1524,gaia
478807,478807,1524,tyc
478808,478811,1524,gaia
478812,478812,1524,tyc
478813,478839,1524,gaia
478840,478840,1524,tyc
478841,478917,1524,gaia
478918,478918,1524,tyc
478919,478940,1524,gaia
478941,478941,1524,tyc
478942,479117,1524,gaia
479118,479118,1524,tyc
479119,479148,1524,gaia
479149,479149,1524,tyc
479150,479175,1524,gaia
479176,479176,1524,tyc
479177,479286,1524,gaia
479287,479287,1524,tyc
479288,479325,1524,gaia
479326,479326,1524,tyc
479327,479340,1524,gaia
479341,479341,1529,gaia
479342,479345,1524,gaia
479346,479346,1524,tyc
479347,479356,1524,gaia
479357,479357,1524,tyc
479358,479371,1524,gaia
479372,479372,1524,tyc
479373,479391,1524,gaia
479392,479437,1525,gaia
479438,479438,1525,tyc
479439,479461,1525,gaia
479462,479462,1525,tyc
479463,479512,1525,gaia
479513,479513,1525,tyc
479514,479763,1525,gaia
479764,479764,1525,tyc
479765,479972,1525,gaia
479973,479973,1525,tyc
479974,479976,1525,gaia
479977,479977,1524,gaia
479978,480011,1525,gaia
480012,480012,1525,tyc
480013,480092,1525,gaia
480093,480093,1525,tyc
480094,480155,1525,gaia
480156,480156,1525,tyc
480157,480182,1525,gaia
480183,480183,1525,tyc
480184,480283,1525,gaia
480284,480284,1525,tyc
480285,480308,1525,gaia
480309,480309,1525,tyc
480310,480332,1525,gaia
480333,480333,1525,tyc
480334,480394,1525,gaia
480395,480395,1525,tyc
480396,480418,1525,gaia
480419,480419,1525,tyc
480420,480438,1525,gaia
480439,480439,1525,tyc
480440,480477,1525,gaia
480478,480478,1525,tyc
480479,480483,1525,gaia
480484,480484,1525,tyc
480485,480491,1525,gaia
480492,480492,1525,tyc
480493,480589,1525,gaia
480590,480590,1525,tyc
480591,480868,1525,gaia
480869,480869,1525,tyc
480870,481040,1525,gaia
481041,481041,1525,tyc
481042,481086,1525,gaia
481087,481087,1525,tyc
481088,481091,1525,gaia
