v3_start,v3_end,offset,match_method
1207719,1207719,3092,tyc
1207720,1207751,3092,gaia
1207752,1207752,3092,tyc
1207753,1207755,3092,gaia
1207756,1207756,3092,tyc
1207757,1207784,3092,gaia
1207785,1207785,3092,tyc
1207786,1207801,3092,gaia
1207802,1207874,3093,gaia
1207875,1207875,3093,tyc
1207876,1207887,3093,gaia
1207888,1207888,3093,tyc
1207889,1207973,3093,gaia
1207974,1207974,3093,tyc
1207975,1208065,3093,gaia
1208066,1208066,3093,tyc
1208067,1208098,3093,gaia
1208099,1208099,3093,tyc
1208100,1208131,3093,gaia
1208132,1208132,3093,tyc
1208133,1208151,3093,gaia
1208152,1208152,3093,tyc
1208153,1208170,3093,gaia
1208171,1208171,3093,tyc
1208172,1208232,3093,gaia
1208233,1208233,3093,tyc
1208234,1208280,3093,gaia
1208281,1208281,3093,tyc
1208282,1208294,3093,gaia
1208295,1208295,3093,tyc
1208296,1208309,3093,gaia
1208310,1208310,3093,tyc
1208311,1208542,3093,gaia
1208543,1208543,3093,tyc
1208544,1208564,3093,gaia
1208565,1208565,3093,tyc
1208566,1208644,3093,gaia
1208645,1208645,3093,tyc
1208646,1208680,3093,gaia
1208681,1208681,3093,tyc
1208682,1208717,3093,gaia
1208718,1208718,3093,tyc
1208719,1208988,3093,gaia
1208989,1208989,3093,tyc
1208990,1209137,3093,gaia
1209138,1209138,3093,tyc
1209139,1209312,3093,gaia
1209313,1209313,3093,tyc
1209314,1209369,3093,gaia
1209370,1209370,3093,tyc
1209371,1209512,3093,gaia
1209513,1209513,3093,tyc
1209514,1209609,3093,gaia
1209610,1209610,3093,tyc
1209611,1209710,3093,gaia
1209711,1209711,3093,tyc
1209712,1209827,3093,gaia
1209828,1209828,3093,tyc
1209829,1209834,3093,gaia
1209835,1209926,3094,gaia
1209927,1209927,3094,tyc
1209928,1209946,3094,gaia
1209947,1210138,3095,gaia
1210139,1210139,3095,tyc
1210140,1210286,3095,gaia
1210287,1210287,3095,tyc
1210288,1210388,3095,gaia
1210389,1210560,3096,gaia
1210561,1210561,3096,tyc
1210562,1210665,3096,gaia
1210666,1210666,3096,tyc
1210667,1210695,3096,gaia
1210696,1210727,3097,gaia
1210728,1210728,3097,tyc
1210729,1210763,3097,gaia
1210764,1210764,3097,tyc
1210765,1210847,3097,gaia
1210848,1210915,3098,gaia
1210916,1210916,3098,tyc
1210917,1211062,3098,gaia
1211063,1211063,3098,tyc
1211064,1211081,3098,gaia
1211082,1211082,3098,tyc
1211083,1211213,3098,gaia
1211214,1211214,3098,tyc
1211215,1211224,3098,gaia
1211225,1211225,3098,tyc
1211226,1211226,3098,gaia
1211227,1211227,3098,tyc
1211228,1211310,3098,gaia
1211311,1211311,3098,tyc
1211312,1211313,3098,gaia
1211314,1211314,3098,tyc
1211315,1211324,3098,gaia
1211325,1211325,3098,tyc
1211326,1211334,3098,gaia
1211335,1211335,3098,tyc
1211336,1211400,3098,gaia
1211401,1211455,3099,gaia
1211456,1211456,3099,tyc
1211457,1211457,3099,gaia
1211458,1211458,3099,tyc
1211459,1211498,3099,gaia
1211499,1211499,3099,tyc
1211500,1211571,3099,gaia
1211572,1211572,3099,tyc
1211573,1211588,3099,gaia
1211589,1211589,3099,tyc
1211590,1211651,3099,gaia
1211652,1211694,3100,gaia
1211695,1211695,3100,tyc
1211696,1211698,3100,gaia
1211699,1211699,3100,tyc
1211700,1211777,3100,gaia
1211778,1211778,3100,tyc
1211779,1211780,3100,gaia
1211781,1211781,3100,tyc
1211782,1211843,3100,gaia
1211844,1211844,3100,tyc
1211845,1211845,3100,gaia
1211846,1211846,3100,tyc
1211847,1211859,3100,gaia
1211860,1211860,3100,tyc
1211861,1211866,3100,gaia
1211867,1211867,3100,tyc
1211868,1211914,3100,gaia
1211915,1211919,3101,gaia
1211920,1211920,3101,tyc
1211921,1212070,3101,gaia
1212071,1212071,3101,tyc
1212072,1212093,3101,gaia
1212094,1212094,3101,tyc
1212095,1212124,3101,gaia
1212125,1212160,3102,gaia
1212161,1212168,3103,gaia
1212169,1212169,3103,tyc
1212170,1212196,3103,gaia
1212197,1212198,3103,tyc
1212199,1212203,3103,gaia
1212204,1212204,3103,tyc
1212205,1212278,3103,gaia
1212279,1212279,3103,tyc
1212280,1212369,3103,gaia
1212370,1212370,3103,tyc
1212371,1212518,3103,gaia
1212519,1212519,3103,tyc
1212520,1212588,3103,gaia
1212589,1212589,3103,tyc
1212590,1212707,3103,gaia
1212708,1212708,3103,tyc
1212709,1212772,3103,gaia
1212773,1212864,3104,gaia
1212865,1212865,3104,tyc
1212866,1212908,3104,gaia
1212909,1212909,3104,tyc
1212910,1212929,3104,gaia
1212930,1213093,3105,gaia
1213094,1213094,3105,tyc
1213095,1213172,3105,gaia
1213173,1213173,3105,tyc
1213174,1213201,3105,gaia
1213202,1213202,3105,tyc
1213203,1213296,3105,gaia
1213297,1213297,3105,tyc
1213298,1213431,3105,gaia
1213432,1213432,3105,tyc
1213433,1213495,3105,gaia
1213496,1213496,3105,tyc
1213497,1213566,3105,gaia
1213567,1213568,3105,tyc
1213569,1213658,3105,gaia
1213659,1213659,3105,tyc
1213660,1213672,3105,gaia
1213673,1213673,3105,tyc
1213674,1213692,3105,gaia
1213693,1213693,3105,tyc
1213694,1213786,3105,gaia
1213787,1213787,3105,tyc
1213788,1214015,3105,gaia
1214016,1214016,3105,tyc
1214017,1214052,3105,gaia
1214053,1214053,3105,tyc
1214054,1214074,3105,gaia
1214075,1214075,3105,tyc
1214076,1214283,3105,gaia
1214284,1214316,3106,gaia
1214317,1214317,3106,tyc
1214318,1214403,3106,gaia
1214404,1214410,3107,gaia
1214411,1214544,3108,gaia
1214545,1214545,3108,tyc
1214546,1214553,3108,gaia
1214554,1214594,3109,gaia
1214595,1214595,3109,tyc
1214596,1214620,3109,gaia
1214621,1214621,3109,tyc
1214622,1214638,3109,gaia
1214639,1214639,3109,tyc
1214640,1214764,3109,gaia
1214765,1214784,3110,gaia
1214785,1214785,3110,tyc
1214786,1214832,3110,gaia
1214833,1214865,3111,gaia
1214866,1214866,3111,tyc
1214867,1214871,3111,gaia
1214872,1214872,3111,tyc
1214873,1214916,3111,gaia
1214917,1214917,3111,tyc
1214918,1214929,3111,gaia
1214930,1215134,3112,gaia
1215135,1215135,3112,tyc
1215136,1215182,3112,gaia
1215183,1215183,3112,tyc
1215184,1215265,3112,gaia
1215266,1215287,3113,gaia
1215288,1215288,3113,tyc
1215289,1215348,3113,gaia
1215349,1215505,3114,gaia
1215506,1215506,3114,tyc
1215507,1215522,3114,gaia
1215523,1215523,3114,tyc
1215524,1215533,3114,gaia
1215534,1215534,3114,tyc
1215535,1215554,3114,gaia
1215555,1215555,3114,tyc
1215556,1215656,3114,gaia
1215657,1215657,3114,tyc
1215658,1215702,3114,gaia
1215703,1215703,3114,tyc
1215704,1215714,3114,gaia
1215715,1215715,3114,tyc
1215716,1215726,3114,gaia
1215727,1215727,3114,tyc
1215728,1215747,3114,gaia
1215748,1215748,3114,tyc
1215749,1215997,3114,gaia
1215998,1215998,3114,tyc
1215999,1216152,3114,gaia
1216153,1216229,3115,gaia
1216230,1216230,3115,tyc
1216231,1216287,3115,gaia
1216288,1216288,3115,tyc
1216289,1216292,3115,gaia
1216293,1216295,3116,gaia
1216296,1216296,3116,tyc
1216297,1216330,3116,gaia
1216331,1216358,3117,gaia
1216359,1216359,3117,tyc
1216360,1216382,3117,gaia
1216383,1216383,3117,tyc
1216384,1216405,3117,gaia
1216406,1216440,3118,gaia
1216441,1216441,3118,tyc
1216442,1216555,3118,gaia
1216556,1216556,3118,tyc
1216557,1216560,3118,gaia
1216561,1216561,3118,tyc
1216562,1216566,3118,gaia
1216567,1216567,3118,tyc
1216568,1216579,3118,gaia
1216580,1216580,3118,tyc
1216581,1216626,3118,gaia
1216627,1216687,3119,gaia
1216688,1216688,3119,tyc
1216689,1216740,3119,gaia
1216741,1216741,3119,tyc
1216742,1216845,3119,gaia
1216846,1216879,3120,gaia
1216880,1216880,3120,tyc
1216881,1217066,3120,gaia
1217067,1217067,3120,tyc
1217068,1217137,3120,gaia
1217138,1217138,3120,tyc
1217139,1217154,3120,gaia
1217155,1217155,3120,tyc
1217156,1217259,3120,gaia
1217260,1217296,3121,gaia
1217297,1217297,3121,tyc
1217298,1217341,3121,gaia
1217342,1217342,3121,tyc
1217343,1217483,3121,gaia
1217484,1217528,3122,gaia
1217529,1217570,3123,gaia
1217571,1217571,3123,tyc
1217572,1217619,3123,gaia
1217620,1217620,3123,tyc
1217621,1217762,3123,gaia
1217763,1217763,3123,tyc
1217764,1217842,3123,gaia
1217843,1217860,3124,gaia
1217861,1217861,3124,tyc
1217862,1217932,3124,gaia
1217933,1217933,3124,tyc
1217934,1218018,3124,gaia
1218019,1218019,3124,tyc
1218020,1218066,3124,gaia
1218067,1218067,3124,tyc
1218068,1218116,3124,gaia
1218117,1218117,3124,tyc
1218118,1218180,3124,gaia
1218181,1218181,3124,tyc
1218182,1218238,3124,gaia
1218239,1218282,3125,gaia
1218283,1218292,3126,gaia
1218293,1218293,3126,tyc
1218294,1218363,3126,gaia
1218364,1218364,3126,tyc
1218365,1218540,3126,gaia
1218541,1218541,3126,tyc
1218542,1218588,3126,gaia
1218589,1218589,3126,tyc
1218590,1218654,3126,gaia
1218655,1218655,3126,tyc
1218656,1218661,3126,gaia
1218662,1218662,3126,tyc
1218663,1218670,3126,gaia
1218671,1218671,3126,tyc
1218672,1218739,3126,gaia
1218740,1218740,3126,tyc
1218741,1218808,3126,gaia
1218809,1218809,3126,tyc
1218810,1218899,3126,gaia
1218900,1218900,3126,tyc
1218901,1218917,3126,gaia
1218918,1218918,3126,tyc
1218919,1218984,3126,gaia
1218985,1218985,3126,tyc
1218986,1219010,3126,gaia
1219011,1219011,3126,tyc
1219012,1219147,3126,gaia
1219148,1219148,3126,tyc
1219149,1219197,3126,gaia
1219198,1219198,3126,tyc
1219199,1219228,3126,gaia
1219229,1219229,3126,tyc
1219230,1219288,3126,gaia
1219289,1219289,3126,tyc
1219290,1219307,3126,gaia
1219308,1219308,3126,tyc
1219309,1219341,3126,gaia
1219342,1219342,3126,tyc
1219343,1219356,3126,gaia
1219357,1219357,3126,tyc
1219358,1219365,3126,gaia
1219366,1219366,3126,tyc
1219367,1219416,3126,gaia
1219417,1219417,3126,tyc
1219418,1219481,3126,gaia
1219482,1219482,3126,tyc
1219483,1219728,3126,gaia
1219729,1219729,3126,tyc
1219730,1219734,3126,gaia
1219735,1219735,3126,tyc
1219736,1219754,3126,gaia
1219755,1219840,3127,gaia
1219841,1219841,3127,tyc
1219842,1219872,3127,gaia
1219873,1219873,3127,tyc
1219874,1219890,3127,gaia
1219891,1219891,3127,tyc
1219892,1219908,3127,gaia
1219909,1219909,3127,tyc
1219910,1219913,3127,gaia
1219914,1220006,3128,gaia
1220007,1220007,3128,tyc
1220008,1220056,3128,gaia
1220057,1220057,3128,tyc
1220058,1220080,3128,gaia
1220081,1220081,3128,tyc
1220082,1220100,3128,gaia
1220101,1220101,3128,tyc
1220102,1220141,3128,gaia
1220142,1220142,3128,tyc
1220143,1220153,3128,gaia
1220154,1220154,3128,tyc
1220155,1220199,3128,gaia
1220200,1220200,3128,tyc
1220201,1220207,3128,gaia
1220208,1220208,3128,tyc
1220209,1220245,3128,gaia
1220246,1220246,3128,tyc
1220247,1220341,3128,gaia
1220342,1220342,3128,tyc
1220343,1220383,3128,gaia
1220384,1220384,3128,tyc
1220385,1220403,3128,gaia
1220404,1220404,3128,tyc
1220405,1220543,3128,gaia
1220544,1220587,3129,gaia
1220588,1220588,3129,tyc
1220589,1220632,3129,gaia
1220633,1220633,3129,tyc
1220634,1220700,3129,gaia
1220701,1220701,3129,tyc
1220702,1220716,3129,gaia
1220717,1220717,3129,tyc
1220718,1220737,3129,gaia
1220738,1220810,3130,gaia
1220811,1220811,3130,tyc
1220812,1220925,3130,gaia
1220926,1220926,3130,tyc
1220927,1220963,3130,gaia
1220964,1221048,3131,gaia
1221049,1221049,3131,tyc
1221050,1221059,3131,gaia
1221060,1221060,3131,tyc
1221061,1221114,3131,gaia
1221115,1221115,3131,tyc
1221116,1221179,3131,gaia
1221180,1221180,3131,tyc
1221181,1221202,3131,gaia
1221203,1221203,3131,tyc
1221204,1221253,3131,gaia
1221254,1221254,3131,tyc
1221255,1221380,3131,gaia
1221381,1221381,3131,tyc
1221382,1221430,3131,gaia
1221431,1221431,3131,tyc
1221432,1221483,3131,gaia
1221484,1221484,3131,tyc
1221485,1221536,3131,gaia
1221537,1221537,3131,tyc
1221538,1221566,3131,gaia
1221567,1221567,3131,tyc
1221568,1221631,3131,gaia
1221632,1221632,3131,tyc
1221633,1221670,3131,gaia
1221671,1221671,3131,tyc
1221672,1221698,3131,gaia
1221699,1221699,3131,tyc
1221700,1221740,3131,gaia
1221741,1221765,3132,gaia
1221766,1221766,3132,tyc
1221767,1221840,3132,gaia
1221841,1221841,3132,tyc
1221842,1221860,3132,gaia
1221861,1221868,3133,gaia
1221869,1221869,3133,tyc
1221870,1221942,3133,gaia
1221943,1222110,3134,gaia
1222111,1222112,3135,gaia
1222113,1222113,3135,tyc
1222114,1222165,3135,gaia
1222166,1222166,3135,tyc
1222167,1222174,3135,gaia
1222175,1222247,3136,gaia
1222248,1222248,3136,tyc
1222249,1222385,3136,gaia
1222386,1222386,3136,tyc
1222387,1222430,3136,gaia
1222431,1222431,3136,tyc
1222432,1222494,3136,gaia
1222495,1222495,3136,tyc
1222496,1222553,3136,gaia
1222554,1222582,3137,gaia
1222583,1222621,3138,gaia
1222622,1222622,3138,tyc
1222623,1222639,3138,gaia
1222640,1222640,3138,tyc
1222641,1222691,3138,gaia
1222692,1222692,3138,tyc
1222693,1222716,3138,gaia
1222717,1222717,3138,tyc
1222718,1222775,3138,gaia
1222776,1222784,3139,gaia
1222785,1222785,3139,tyc
1222786,1222814,3139,gaia
1222815,1222815,3139,tyc
1222816,1222886,3139,gaia
1222887,1222887,3139,tyc
1222888,1222895,3139,gaia
1222896,1222896,3139,tyc
1222897,1223086,3139,gaia
1223087,1223087,3139,tyc
1223088,1223127,3139,gaia
1223128,1223176,3140,gaia
1223177,1223177,3140,tyc
1223178,1223196,3140,gaia
1223197,1223243,3141,gaia
1223244,1223244,3141,tyc
1223245,1223267,3141,gaia
1223268,1223268,3141,tyc
1223269,1223379,3141,gaia
1223380,1223418,3142,gaia
1223419,1223437,3143,gaia
1223438,1223481,3144,gaia
1223482,1223482,3144,tyc
1223483,1223542,3144,gaia
1223543,1223543,3144,tyc
1223544,1223554,3144,gaia
1223555,1223555,3144,tyc
1223556,1223615,3144,gaia
1223616,1223616,3144,tyc
1223617,1223686,3144,gaia
1223687,1223687,3144,tyc
1223688,1223703,3144,gaia
1223704,1223704,3144,tyc
1223705,1223788,3144,gaia
1223789,1223789,3144,tyc
1223790,1223813,3144,gaia
1223814,1223814,3144,tyc
1223815,1223854,3144,gaia
1223855,1223855,3144,tyc
1223856,1223911,3144,gaia
1223912,1223912,3144,tyc
1223913,1223947,3144,gaia
1223948,1223948,3144,tyc
1223949,1223962,3144,gaia
1223963,1223990,3145,gaia
1223991,1223991,3145,tyc
1223992,1224028,3145,gaia
1224029,1224029,3145,tyc
1224030,1224294,3145,gaia
1224295,1224295,3145,tyc
1224296,1224329,3145,gaia
1224330,1224330,3145,tyc
1224331,1224339,3145,gaia
1224340,1224340,3145,tyc
1224341,1224346,3145,gaia
1224347,1224372,3146,gaia
1224373,1224458,3147,gaia
1224459,1224486,3148,gaia
1224487,1224487,3148,tyc
1224488,1224580,3148,gaia
1224581,1224581,3148,tyc
1224582,1224645,3148,gaia
1224646,1224646,3148,tyc
1224647,1224713,3148,gaia
1224714,1224714,3148,tyc
1224715,1224720,3148,gaia
1224721,1224721,3148,tyc
1224722,1224776,3148,gaia
1224777,1224777,3148,tyc
1224778,1224859,3148,gaia
1224860,1224860,3148,tyc
1224861,1224972,3148,gaia
1224973,1224973,3148,tyc
1224974,1225001,3148,gaia
1225002,1225002,3148,tyc
1225003,1225018,3148,gaia
1225019,1225019,3148,tyc
1225020,1225055,3148,gaia
1225056,1225056,3148,tyc
1225057,1225072,3148,gaia
1225073,1225073,3148,tyc
1225074,1225089,3148,gaia
1225090,1225090,3148,tyc
1225091,1225207,3148,gaia
1225208,1225208,3148,tyc
1225209,1225209,3148,gaia
1225210,1225210,3148,tyc
1225211,1225259,3148,gaia
1225260,1225260,3148,tyc
1225261,1225287,3148,gaia
1225288,1225288,3148,tyc
1225289,1225329,3148,gaia
1225330,1225366,3149,gaia
1225367,1225367,3149,tyc
1225368,1225495,3149,gaia
1225496,1225496,3149,tyc
1225497,1225513,3149,gaia
1225514,1225514,3149,tyc
1225515,1225584,3149,gaia
1225585,1225585,3149,tyc
1225586,1225597,3149,gaia
1225598,1225598,3149,tyc
1225599,1225608,3149,gaia
1225609,1225612,3150,gaia
1225613,1225639,3151,gaia
1225640,1225640,3151,tyc
1225641,1225658,3151,gaia
1225659,1225659,3151,tyc
1225660,1225781,3151,gaia
1225782,1225782,3151,tyc
1225783,1225840,3151,gaia
1225841,1225841,3151,tyc
1225842,1225933,3151,gaia
1225934,1225934,3151,tyc
1225935,1226021,3151,gaia
1226022,1226022,3151,tyc
1226023,1226121,3151,gaia
1226122,1226122,3151,tyc
1226123,1226127,3151,gaia
1226128,1226128,3151,tyc
1226129,1226167,3151,gaia
1226168,1226168,3151,tyc
1226169,1226190,3151,gaia
1226191,1226191,3151,tyc
1226192,1226379,3151,gaia
1226380,1226406,3152,gaia
1226407,1226408,3153,gaia
1226409,1226409,3153,tyc
1226410,1226424,3153,gaia
1226425,1226425,3153,tyc
1226426,1226427,3153,gaia
1226428,1226468,3154,gaia
1226469,1226469,3154,tyc
1226470,1226533,3154,gaia
1226534,1226534,3154,tyc
1226535,1226535,3154,gaia
1226536,1226539,3155,gaia
1226540,1226540,3155,tyc
1226541,1226563,3155,gaia
1226564,1226564,3155,tyc
1226565,1226635,3155,gaia
1226636,1226636,3155,tyc
1226637,1226733,3155,gaia
1226734,1226734,3155,tyc
1226735,1226762,3155,gaia
1226763,1226763,3155,tyc
1226764,1226768,3155,gaia
1226769,1226769,3155,tyc
1226770,1226871,3155,gaia
1226872,1226872,3156,tyc
1226873,1226887,3156,gaia
1226888,1226888,3156,tyc
1226889,1226893,3156,gaia
1226894,1226894,3156,tyc
1226895,1226970,3156,gaia
1226971,1226971,3156,tyc
1226972,1226973,3156,gaia
1226974,1227050,3157,gaia
1227051,1227051,3157,tyc
1227052,1227145,3157,gaia
1227146,1227146,3157,tyc
1227147,1227170,3157,gaia
1227171,1227171,3157,tyc
1227172,1227173,3157,gaia
1227174,1227174,3154,gaia
1227175,1227196,3157,gaia
1227197,1227197,3157,tyc
1227198,1227361,3157,gaia
1227362,1227362,3157,tyc
1227363,1227378,3157,gaia
1227379,1227380,3157,tyc
1227381,1227424,3157,gaia
1227425,1227425,3157,tyc
1227426,1227458,3157,gaia
1227459,1227459,3157,tyc
1227460,1227517,3157,gaia
1227518,1227518,3157,tyc
1227519,1227607,3157,gaia
1227608,1227608,3157,tyc
1227609,1227609,3157,gaia
1227610,1227610,3157,tyc
1227611,1227681,3157,gaia
1227682,1227747,3158,gaia
1227748,1227919,3159,gaia
1227920,1227920,3159,tyc
1227921,1227956,3159,gaia
1227957,1227957,3159,tyc
1227958,1228032,3159,gaia
1228033,1228094,3160,gaia
1228095,1228135,3161,gaia
1228136,1228136,3161,tyc
1228137,1228154,3161,gaia
1228155,1228155,3161,tyc
1228156,1228211,3161,gaia
1228212,1228212,3161,tyc
1228213,1228290,3161,gaia
1228291,1228292,3161,tyc
1228293,1228307,3161,gaia
1228308,1228308,3161,tyc
1228309,1228313,3161,gaia
1228314,1228364,3162,gaia
1228365,1228365,3162,tyc
1228366,1228468,3162,gaia
1228469,1228469,3162,tyc
1228470,1228475,3162,gaia
1228476,1228476,3162,tyc
1228477,1228477,3162,gaia
1228478,1228478,3162,tyc
1228479,1228621,3162,gaia
1228622,1228622,3162,tyc
1228623,1228640,3162,gaia
1228641,1228641,3162,tyc
1228642,1228676,3162,gaia
1228677,1228677,3162,tyc
1228678,1228711,3162,gaia
1228712,1228712,3162,tyc
1228713,1228743,3162,gaia
1228744,1228744,3162,tyc
1228745,1228809,3162,gaia
1228810,1228810,3162,tyc
1228811,1228874,3162,gaia
1228875,1228875,3162,tyc
1228876,1228964,3163,gaia
1228965,1228965,3163,tyc
1228966,1229048,3163,gaia
1229049,1229049,3163,tyc
1229050,1229182,3163,gaia
1229183,1229183,3163,tyc
1229184,1229206,3163,gaia
1229207,1229208,3164,gaia
1229209,1229209,3164,tyc
1229210,1229303,3164,gaia
1229304,1229304,3164,tyc
1229305,1229332,3164,gaia
1229333,1229333,3164,tyc
1229334,1229360,3164,gaia
1229361,1229361,3164,tyc
1229362,1229462,3164,gaia
1229463,1229463,3164,tyc
1229464,1229596,3164,gaia
1229597,1229597,3164,tyc
1229598,1229605,3164,gaia
1229606,1229606,3164,tyc
1229607,1229651,3164,gaia
1229652,1229652,3164,tyc
1229653,1229705,3164,gaia
1229706,1229706,3164,tyc
1229707,1229729,3164,gaia
1229730,1229730,3164,tyc
1229731,1229739,3164,gaia
1229740,1229744,3165,gaia
1229745,1229745,3165,tyc
1229746,1229757,3165,gaia
1229758,1229758,3165,tyc
1229759,1229786,3165,gaia
1229787,1229808,3166,gaia
1229809,1229809,3166,tyc
1229810,1229819,3166,gaia
1229820,1229820,3166,tyc
1229821,1229862,3166,gaia
1229863,1229863,3166,tyc
1229864,1229933,3166,gaia
1229934,1229934,3166,tyc
1229935,1229988,3166,gaia
1229989,1230198,3167,gaia
1230199,1230199,3167,tyc
1230200,1230203,3167,gaia
1230204,1230204,3167,tyc
1230205,1230217,3167,gaia
1230218,1230218,3167,tyc
1230219,1230312,3167,gaia
1230313,1230313,3167,tyc
1230314,1230435,3167,gaia
1230436,1230469,3168,gaia
1230470,1230470,3168,tyc
1230471,1230655,3168,gaia
1230656,1230656,3168,tyc
1230657,1230658,3168,gaia
1230659,1230659,3168,tyc
1230660,1230699,3168,gaia
1230700,1230770,3169,gaia
1230771,1230771,3169,tyc
1230772,1230802,3169,gaia
1230803,1230803,3169,tyc
1230804,1230827,3169,gaia
1230828,1230828,3169,tyc
1230829,1230936,3169,gaia
1230937,1230937,3169,tyc
1230938,1230942,3169,gaia
1230943,1230943,3169,tyc
1230944,1231024,3169,gaia
1231025,1231025,3169,tyc
1231026,1231181,3169,gaia
1231182,1231206,3170,gaia
1231207,1231207,3170,tyc
1231208,1231243,3170,gaia
1231244,1231244,3170,tyc
1231245,1231258,3170,gaia
1231259,1231436,3171,gaia
1231437,1231437,3171,tyc
1231438,1231457,3171,gaia
1231458,1231470,3172,gaia
1231471,1231471,3172,tyc
1231472,1231621,3172,gaia
1231622,1231731,3173,gaia
1231732,1231732,3172,gaia
1231733,1231767,3173,gaia
1231768,1231768,3173,tyc
1231769,1231796,3173,gaia
1231797,1231797,3173,tyc
1231798,1231865,3173,gaia
1231866,1231878,3174,gaia
1231879,1231879,3174,tyc
1231880,1231892,3174,gaia
1231893,1231893,3174,tyc
1231894,1231947,3174,gaia
1231948,1231948,3174,tyc
1231949,1232013,3174,gaia
1232014,1232014,3174,tyc
1232015,1232112,3174,gaia
1232113,1232113,3174,tyc
1232114,1232216,3174,gaia
1232217,1232219,3175,gaia
1232220,1232220,3175,tyc
1232221,1232264,3175,gaia
1232265,1232265,3175,tyc
1232266,1232374,3175,gaia
1232375,1232375,3175,tyc
1232376,1232470,3175,gaia
1232471,1232471,3175,tyc
1232472,1232483,3175,gaia
1232484,1232515,3176,gaia
1232516,1232578,3177,gaia
1232579,1232579,3177,tyc
1232580,1232806,3177,gaia
1232807,1232870,3178,gaia
1232871,1232871,3178,tyc
1232872,1232952,3178,gaia
1232953,1232953,3178,tyc
1232954,1233029,3178,gaia
1233030,1233030,3178,tyc
1233031,1233056,3178,gaia
1233057,1233057,3178,tyc
1233058,1233061,3178,gaia
1233062,1233062,3178,tyc
1233063,1233072,3178,gaia
1233073,1233073,3178,tyc
1233074,1233297,3178,gaia
1233298,1233298,3178,tyc
1233299,1233335,3178,gaia
1233336,1233344,3179,gaia
1233345,1233460,3180,gaia
1233461,1233461,3180,tyc
1233462,1233513,3180,gaia
1233514,1233514,3180,tyc
1233515,1233536,3180,gaia
1233537,1233537,3180,tyc
1233538,1233752,3180,gaia
1233753,1233753,3180,tyc
1233754,1233824,3180,gaia
1233825,1233825,3180,tyc
1233826,1233845,3180,gaia
1233846,1233846,3180,tyc
1233847,1234003,3180,gaia
1234004,1234004,3180,tyc
1234005,1234046,3180,gaia
1234047,1234047,3180,tyc
1234048,1234052,3180,gaia
1234053,1234179,3181,gaia
1234180,1234180,3181,tyc
1234181,1234285,3181,gaia
1234286,1234286,3181,tyc
1234287,1234292,3181,gaia
1234293,1234591,3182,gaia
1234592,1234685,3183,gaia
1234686,1234686,3183,tyc
1234687,1234688,3183,gaia
1234689,1234689,3183,tyc
1234690,1234782,3183,gaia
1234783,1234783,3184,tyc
1234784,1234829,3184,gaia
1234830,1234830,3184,tyc
1234831,1234837,3184,gaia
1234838,1234838,3184,tyc
1234839,1234855,3184,gaia
1234856,1234873,3185,gaia
1234874,1234874,3185,tyc
1234875,1234942,3185,gaia
1234943,1234943,3185,tyc
1234944,1235032,3185,gaia
1235033,1235033,3185,tyc
1235034,1235232,3185,gaia
1235233,1235233,3185,tyc
1235234,1235304,3185,gaia
1235305,1235305,3185,tyc
1235306,1235331,3185,gaia
1235332,1235332,3185,tyc
1235333,1235373,3185,gaia
1235374,1235374,3185,tyc
1235375,1235431,3185,gaia
1235432,1235432,3185,tyc
1235433,1235457,3185,gaia
1235458,1235458,3185,tyc
1235459,1235500,3185,gaia
1235501,1235501,3185,tyc
1235502,1235539,3185,gaia
1235540,1235540,3185,tyc
1235541,1235627,3185,gaia
1235628,1235847,3186,gaia
1235848,1235848,3186,tyc
1235849,1235850,3186,gaia
1235851,1235851,3186,tyc
1235852,1235854,3186,gaia
1235855,1235950,3187,gaia
1235951,1235992,3188,gaia
1235993,1235993,3188,tyc
1235994,1236020,3188,gaia
1236021,1236021,3188,tyc
1236022,1236048,3188,gaia
1236049,1236049,3188,tyc
1236050,1236050,3188,gaia
1236051,1236051,3188,tyc
1236052,1236148,3188,gaia
1236149,1236155,3189,gaia
1236156,1236156,3189,tyc
1236157,1236374,3189,gaia
1236375,1236375,3189,tyc
1236376,1236462,3189,gaia
1236463,1236463,3189,tyc
1236464,1236509,3189,gaia
1236510,1236510,3189,tyc
1236511,1236642,3189,gaia
1236643,1236643,3189,tyc
1236644,1236744,3189,gaia
1236745,1236873,3190,gaia
1236874,1236874,3190,tyc
1236875,1236906,3190,gaia
1236907,1236907,3190,tyc
1236908,1237036,3190,gaia
1237037,1237037,3190,tyc
1237038,1237045,3190,gaia
1237046,1237046,3190,tyc
1237047,1237158,3190,gaia
1237159,1237159,3190,tyc
1237160,1237163,3190,gaia
1237164,1237221,3191,gaia
1237222,1237222,3191,tyc
1237223,1237340,3191,gaia
1237341,1237341,3191,tyc
1237342,1237377,3191,gaia
1237378,1237378,3191,tyc
1237379,1237480,3191,gaia
1237481,1237481,3191,tyc
1237482,1237509,3191,gaia
1237510,1237552,3192,gaia
1237553,1237553,3192,tyc
1237554,1237764,3192,gaia
1237765,1237765,3192,tyc
1237766,1237816,3192,gaia
1237817,1237817,3192,tyc
1237818,1237821,3192,gaia
1237822,1237822,3192,tyc
1237823,1237930,3192,gaia
1237931,1237993,3193,gaia
1237994,1238105,3194,gaia
1238106,1238106,3194,tyc
1238107,1238114,3194,gaia
1238115,1238115,3194,tyc
